# WuchangRecon navprobe
# center 36460.53 -12171.59 636.01  grid 41x41  step 100.0 uu  extent 100/100/500
# level ProjectMain  hits 1217/1681
x,y,z,hit,projx,projy,projz
34560.53,-14071.59,636.01,1,34560.00,-14130.00,935.65
34660.53,-14071.59,636.01,1,34680.00,-14010.00,775.65
34760.53,-14071.59,636.01,1,34762.01,-14071.96,775.65
34860.53,-14071.59,636.01,1,34860.53,-14071.59,775.65
34960.53,-14071.59,636.01,1,34960.53,-14071.59,775.65
35060.53,-14071.59,636.01,1,35060.53,-14071.59,775.65
35160.53,-14071.59,636.01,1,35160.53,-14071.59,775.65
35260.53,-14071.59,636.01,1,35260.53,-14071.59,775.65
35360.53,-14071.59,636.01,1,35360.53,-14071.59,775.65
35460.53,-14071.59,636.01,1,35460.53,-14071.59,782.84
35560.53,-14071.59,636.01,1,35560.53,-14071.59,791.72
35660.53,-14071.59,636.01,1,35660.53,-14071.59,800.61
35760.53,-14071.59,636.01,1,35760.53,-14071.59,809.50
35860.53,-14071.59,636.01,1,35860.53,-14071.59,815.65
35960.53,-14071.59,636.01,1,35960.53,-14071.59,574.50
36060.53,-14071.59,636.01,1,36060.53,-14071.59,567.48
36160.53,-14071.59,636.01,1,36160.53,-14071.59,560.46
36260.53,-14071.59,636.01,1,36260.53,-14071.59,553.45
36360.53,-14071.59,636.01,1,36360.53,-14071.59,546.43
36460.53,-14071.59,636.01,1,36460.53,-14071.59,539.41
36560.53,-14071.59,636.01,1,36560.53,-14071.59,535.65
36660.53,-14071.59,636.01,1,36660.53,-14071.59,535.65
36760.53,-14071.59,636.01,1,36760.53,-14071.59,535.65
36860.53,-14071.59,636.01,1,36860.53,-14071.59,535.65
36960.53,-14071.59,636.01,1,36960.53,-14071.59,535.65
37060.53,-14071.59,636.01,1,37060.53,-14071.59,535.65
37160.53,-14071.59,636.01,1,37160.53,-14071.59,538.70
37260.53,-14071.59,636.01,1,37260.53,-14071.59,546.55
37360.53,-14071.59,636.01,1,37360.53,-14071.59,554.39
37460.53,-14071.59,636.01,1,37460.53,-14071.59,562.23
37560.53,-14071.59,636.01,1,37560.53,-14071.59,570.08
37660.53,-14071.59,636.01,1,37660.53,-14071.59,575.65
37760.53,-14071.59,636.01,1,37760.53,-14071.59,575.65
37860.53,-14071.59,636.01,1,37860.53,-14071.59,575.65
37960.53,-14071.59,636.01,1,37960.53,-14071.59,575.65
38060.53,-14071.59,636.01,1,38060.53,-14071.59,575.65
38160.53,-14071.59,636.01,1,38160.53,-14071.59,815.65
38260.53,-14071.59,636.01,1,38260.53,-14071.59,895.65
38360.53,-14071.59,636.01,1,38360.53,-14071.59,895.65
38460.53,-14071.59,636.01,1,38441.59,-14068.89,895.65
34460.53,-13971.59,636.01,1,34460.00,-14020.00,935.65
34560.53,-13971.59,636.01,0,,,
34660.53,-13971.59,636.01,1,34687.40,-14003.84,780.58
34760.53,-13971.59,636.01,1,34760.53,-13971.59,775.65
34860.53,-13971.59,636.01,1,34860.53,-13971.59,775.65
34960.53,-13971.59,636.01,1,34960.53,-13971.59,775.65
35060.53,-13971.59,636.01,1,35060.53,-13971.59,775.65
35160.53,-13971.59,636.01,1,35160.53,-13971.59,779.95
35260.53,-13971.59,636.01,1,35260.53,-13971.59,775.65
35360.53,-13971.59,636.01,1,35360.53,-13971.59,775.65
35460.53,-13971.59,636.01,1,35460.53,-13971.59,775.65
35560.53,-13971.59,636.01,1,35560.53,-13971.59,775.65
35660.53,-13971.59,636.01,1,35660.53,-13971.59,775.65
35760.53,-13971.59,636.01,1,35760.53,-13990.00,815.65
35860.53,-13971.59,636.01,1,35860.53,-13971.59,815.65
35960.53,-13971.59,636.01,1,35960.53,-13971.59,586.26
36060.53,-13971.59,636.01,1,36060.53,-13971.59,579.25
36160.53,-13971.59,636.01,1,36160.53,-13971.59,572.23
36260.53,-13971.59,636.01,1,36260.53,-13971.59,565.21
36360.53,-13971.59,636.01,1,36360.53,-13971.59,555.08
36460.53,-13971.59,636.01,1,36460.53,-13971.59,540.69
36560.53,-13971.59,636.01,1,36560.53,-13971.59,535.65
36660.53,-13971.59,636.01,1,36660.53,-13971.59,535.65
36760.53,-13971.59,636.01,1,36760.53,-13971.59,535.65
36860.53,-13971.59,636.01,1,36860.53,-13971.59,535.65
36960.53,-13971.59,636.01,1,36960.53,-13971.59,535.65
37060.53,-13971.59,636.01,1,37060.53,-13971.59,535.65
37160.53,-13971.59,636.01,1,37160.53,-13971.59,537.16
37260.53,-13971.59,636.01,1,37260.53,-13971.59,545.01
37360.53,-13971.59,636.01,1,37360.53,-13971.59,552.85
37460.53,-13971.59,636.01,1,37460.53,-13971.59,560.69
37560.53,-13971.59,636.01,1,37560.53,-13971.59,568.54
37660.53,-13971.59,636.01,1,37660.53,-13971.59,572.44
37760.53,-13971.59,636.01,1,37760.53,-13971.59,574.06
37860.53,-13971.59,636.01,1,37860.53,-13971.59,575.65
37960.53,-13971.59,636.01,1,37960.53,-13971.59,575.65
38060.53,-13971.59,636.01,1,38060.53,-13971.59,575.65
38160.53,-13971.59,636.01,1,38160.53,-13971.59,575.65
38260.53,-13971.59,636.01,1,38270.00,-13980.00,895.65
38360.53,-13971.59,636.01,1,38357.17,-13993.41,895.65
38460.53,-13971.59,636.01,1,38450.00,-14010.00,895.65
34460.53,-13871.59,636.01,1,34449.47,-13860.53,775.65
34560.53,-13871.59,636.01,1,34565.06,-13862.53,785.77
34660.53,-13871.59,636.01,1,34677.68,-13850.15,775.65
34760.53,-13871.59,636.01,1,34760.53,-13871.59,775.65
34860.53,-13871.59,636.01,1,34860.53,-13871.59,775.65
34960.53,-13871.59,636.01,1,34960.53,-13871.59,775.65
35060.53,-13871.59,636.01,1,35060.53,-13871.59,775.65
35160.53,-13871.59,636.01,1,35160.53,-13871.59,788.84
35260.53,-13871.59,636.01,1,35260.53,-13871.59,775.67
35360.53,-13871.59,636.01,1,35360.53,-13871.59,775.65
35460.53,-13871.59,636.01,1,35460.53,-13871.59,775.65
35560.53,-13871.59,636.01,1,35560.53,-13871.59,775.65
35660.53,-13871.59,636.01,1,35660.53,-13871.59,775.65
35760.53,-13871.59,636.01,1,35759.69,-13865.76,815.65
35860.53,-13871.59,636.01,1,35860.53,-13871.59,815.65
35960.53,-13871.59,636.01,1,35960.53,-13871.59,598.03
36060.53,-13871.59,636.01,1,36060.53,-13871.59,591.01
36160.53,-13871.59,636.01,1,36160.53,-13871.59,583.26
36260.53,-13871.59,636.01,1,36260.53,-13871.59,568.88
36360.53,-13871.59,636.01,1,36360.53,-13871.59,554.49
36460.53,-13871.59,636.01,1,36460.53,-13871.59,540.11
36560.53,-13871.59,636.01,1,36560.53,-13871.59,535.65
36660.53,-13871.59,636.01,1,36660.53,-13871.59,535.65
36760.53,-13871.59,636.01,1,36760.53,-13871.59,535.65
36860.53,-13871.59,636.01,1,36860.53,-13871.59,535.65
36960.53,-13871.59,636.01,1,36960.53,-13871.59,535.65
37060.53,-13871.59,636.01,1,37060.53,-13871.59,535.65
37160.53,-13871.59,636.01,1,37160.53,-13871.59,535.65
37260.53,-13871.59,636.01,1,37260.53,-13871.59,543.47
37360.53,-13871.59,636.01,1,37360.53,-13871.59,551.31
37460.53,-13871.59,636.01,1,37460.53,-13871.59,559.16
37560.53,-13871.59,636.01,1,37560.53,-13871.59,567.00
37660.53,-13871.59,636.01,1,37660.53,-13871.59,569.01
37760.53,-13871.59,636.01,1,37760.53,-13871.59,571.29
37860.53,-13871.59,636.01,1,37860.53,-13871.59,575.42
37960.53,-13871.59,636.01,1,37960.53,-13871.59,575.65
38060.53,-13871.59,636.01,1,38060.53,-13871.59,575.65
38160.53,-13871.59,636.01,1,38160.53,-13871.59,575.65
38260.53,-13871.59,636.01,1,38216.03,-13858.88,815.65
38360.53,-13871.59,636.01,1,38380.00,-13810.00,895.65
38460.53,-13871.59,636.01,1,38510.00,-13871.59,575.65
34460.53,-13771.59,636.01,1,34460.53,-13771.59,753.64
34560.53,-13771.59,636.01,1,34560.53,-13771.59,766.85
34660.53,-13771.59,636.01,1,34660.53,-13771.59,767.61
34760.53,-13771.59,636.01,1,34760.53,-13771.59,775.65
34860.53,-13771.59,636.01,1,34860.53,-13771.59,775.65
34960.53,-13771.59,636.01,1,34960.53,-13771.59,775.65
35060.53,-13771.59,636.01,1,35060.53,-13771.59,775.65
35160.53,-13771.59,636.01,1,35160.53,-13771.59,797.73
35260.53,-13771.59,636.01,1,35260.53,-13771.59,784.56
35360.53,-13771.59,636.01,1,35360.53,-13771.59,775.65
35460.53,-13771.59,636.01,1,35460.53,-13771.59,775.65
35560.53,-13771.59,636.01,1,35560.53,-13771.59,775.65
35660.53,-13771.59,636.01,1,35660.53,-13771.59,775.65
35760.53,-13771.59,636.01,1,35760.53,-13771.59,815.65
35860.53,-13771.59,636.01,1,35860.53,-13771.59,815.65
35960.53,-13771.59,636.01,1,35960.53,-13771.59,609.79
36060.53,-13771.59,636.01,1,36060.53,-13771.59,597.06
36160.53,-13771.59,636.01,1,36160.53,-13771.59,582.68
36260.53,-13771.59,636.01,1,36260.53,-13771.59,568.29
36360.53,-13771.59,636.01,1,36360.53,-13771.59,553.91
36460.53,-13771.59,636.01,1,36460.53,-13771.59,539.52
36560.53,-13771.59,636.01,1,36560.53,-13771.59,535.65
36660.53,-13771.59,636.01,1,36660.53,-13771.59,535.65
36760.53,-13771.59,636.01,1,36760.53,-13771.59,535.65
36860.53,-13771.59,636.01,1,36860.53,-13771.59,535.65
36960.53,-13771.59,636.01,1,36960.53,-13771.59,535.65
37060.53,-13771.59,636.01,1,37060.53,-13771.59,535.65
37160.53,-13771.59,636.01,1,37160.53,-13771.59,535.65
37260.53,-13771.59,636.01,1,37260.53,-13771.59,541.93
37360.53,-13771.59,636.01,1,37360.53,-13771.59,549.78
37460.53,-13771.59,636.01,1,37460.53,-13771.59,557.62
37560.53,-13771.59,636.01,1,37560.53,-13771.59,563.95
37660.53,-13771.59,636.01,1,37660.53,-13771.59,565.58
37760.53,-13771.59,636.01,1,37760.53,-13771.59,569.14
37860.53,-13771.59,636.01,1,37860.53,-13771.59,573.27
37960.53,-13771.59,636.01,1,37960.53,-13771.59,575.65
38060.53,-13771.59,636.01,1,38060.53,-13771.59,575.65
38160.53,-13771.59,636.01,1,38160.53,-13771.59,575.65
38260.53,-13771.59,636.01,1,38230.00,-13810.00,815.65
38360.53,-13771.59,636.01,1,38389.47,-13800.53,895.65
38460.53,-13771.59,636.01,1,38486.06,-13746.06,575.65
34460.53,-13671.59,636.01,1,34460.53,-13671.59,742.17
34560.53,-13671.59,636.01,1,34560.53,-13671.59,756.85
34660.53,-13671.59,636.01,1,34660.53,-13671.59,753.42
34760.53,-13671.59,636.01,1,34760.53,-13671.59,747.61
34860.53,-13671.59,636.01,1,34860.53,-13671.59,775.65
34960.53,-13671.59,636.01,1,34960.53,-13671.59,775.65
35060.53,-13671.59,636.01,1,35060.53,-13671.59,775.65
35160.53,-13671.59,636.01,1,35160.53,-13671.59,806.62
35260.53,-13671.59,636.01,1,35260.53,-13671.59,793.45
35360.53,-13671.59,636.01,1,35360.53,-13671.59,782.38
35460.53,-13671.59,636.01,1,35460.53,-13671.59,775.65
35560.53,-13671.59,636.01,1,35560.53,-13671.59,775.65
35660.53,-13671.59,636.01,1,35660.53,-13671.59,775.65
35760.53,-13671.59,636.01,1,35762.96,-13686.17,815.65
35860.53,-13671.59,636.01,1,35860.53,-13671.59,815.65
35960.53,-13671.59,636.01,1,35960.53,-13671.59,603.62
36060.53,-13671.59,636.01,1,36060.53,-13671.59,596.47
36160.53,-13671.59,636.01,1,36160.53,-13671.59,582.09
36260.53,-13671.59,636.01,1,36260.53,-13671.59,567.70
36360.53,-13671.59,636.01,1,36360.53,-13671.59,553.32
36460.53,-13671.59,636.01,1,36460.53,-13671.59,538.93
36560.53,-13671.59,636.01,1,36560.53,-13671.59,535.65
36660.53,-13671.59,636.01,1,36660.53,-13671.59,535.65
36760.53,-13671.59,636.01,1,36760.53,-13671.59,535.65
36860.53,-13671.59,636.01,1,36860.53,-13671.59,535.65
36960.53,-13671.59,636.01,1,36960.53,-13671.59,535.65
37060.53,-13671.59,636.01,1,37060.53,-13671.59,535.65
37160.53,-13671.59,636.01,1,37160.53,-13671.59,535.65
37260.53,-13671.59,636.01,1,37260.53,-13671.59,540.39
37360.53,-13671.59,636.01,1,37360.53,-13671.59,548.24
37460.53,-13671.59,636.01,1,37460.53,-13671.59,556.08
37560.53,-13671.59,636.01,1,37560.53,-13671.59,560.53
37660.53,-13671.59,636.01,1,37660.53,-13671.59,562.86
37760.53,-13671.59,636.01,1,37760.53,-13671.59,566.99
37860.53,-13671.59,636.01,1,37860.53,-13671.59,571.13
37960.53,-13671.59,636.01,1,37960.53,-13671.59,575.26
38060.53,-13671.59,636.01,1,38060.53,-13671.59,575.65
38160.53,-13671.59,636.01,1,38160.53,-13671.59,575.65
38260.53,-13671.59,636.01,1,38200.00,-13680.00,815.65
38360.53,-13671.59,636.01,1,38330.00,-13730.00,575.65
38460.53,-13671.59,636.01,1,38470.00,-13730.00,575.65
34460.53,-13571.59,636.01,1,34460.53,-13571.59,735.65
34560.53,-13571.59,636.01,1,34560.53,-13571.59,746.85
34660.53,-13571.59,636.01,1,34660.53,-13571.59,741.92
34760.53,-13571.59,636.01,1,34760.53,-13571.59,735.65
34860.53,-13571.59,636.01,1,34846.27,-13569.81,723.11
34960.53,-13571.59,636.01,1,35006.99,-13608.76,775.65
35060.53,-13571.59,636.01,1,35054.47,-13565.53,775.65
35160.53,-13571.59,636.01,1,35167.41,-13577.85,815.65
35260.53,-13571.59,636.01,1,35260.53,-13571.59,815.65
35360.53,-13571.59,636.01,1,35360.53,-13571.59,776.41
35460.53,-13571.59,636.01,1,35460.53,-13571.59,775.65
35560.53,-13571.59,636.01,1,35560.53,-13571.59,800.28
35660.53,-13571.59,636.01,1,35660.53,-13571.59,782.78
35760.53,-13571.59,636.01,1,35757.82,-13555.36,815.65
35860.53,-13571.59,636.01,1,35860.53,-13571.59,815.65
35960.53,-13571.59,636.01,1,35960.53,-13571.59,580.09
36060.53,-13571.59,636.01,1,36060.53,-13571.59,593.41
36160.53,-13571.59,636.01,1,36160.53,-13571.59,581.50
36260.53,-13571.59,636.01,1,36260.53,-13571.59,567.12
36360.53,-13571.59,636.01,1,36360.53,-13571.59,552.73
36460.53,-13571.59,636.01,1,36460.53,-13571.59,538.35
36560.53,-13571.59,636.01,1,36560.53,-13571.59,535.65
36660.53,-13571.59,636.01,1,36660.53,-13571.59,535.65
36760.53,-13571.59,636.01,1,36760.53,-13571.59,535.65
36860.53,-13571.59,636.01,1,36860.53,-13571.59,535.65
36960.53,-13571.59,636.01,1,36960.53,-13571.59,535.65
37060.53,-13571.59,636.01,1,37060.53,-13571.59,535.65
37160.53,-13571.59,636.01,1,37160.53,-13571.59,535.65
37260.53,-13571.59,636.01,1,37260.53,-13571.59,538.86
37360.53,-13571.59,636.01,1,37360.53,-13571.59,546.70
37460.53,-13571.59,636.01,1,37460.53,-13571.59,554.54
37560.53,-13571.59,636.01,1,37560.53,-13571.59,557.10
37660.53,-13571.59,636.01,1,37660.53,-13571.59,560.71
37760.53,-13571.59,636.01,1,37760.53,-13571.59,564.85
37860.53,-13571.59,636.01,1,37860.53,-13571.59,568.98
37960.53,-13571.59,636.01,1,37960.53,-13571.59,573.11
38060.53,-13571.59,636.01,1,38060.53,-13571.59,575.65
38160.53,-13571.59,636.01,1,38160.53,-13571.59,575.65
38260.53,-13571.59,636.01,1,38320.00,-13571.59,575.65
38360.53,-13571.59,636.01,1,38360.53,-13571.59,575.65
38460.53,-13571.59,636.01,1,38460.53,-13571.59,575.65
34460.53,-13471.59,636.01,1,34460.53,-13471.59,735.65
34560.53,-13471.59,636.01,1,34560.53,-13471.59,736.85
34660.53,-13471.59,636.01,1,34630.00,-13471.59,760.20
34760.53,-13471.59,636.01,1,34730.00,-13420.00,695.65
34860.53,-13471.59,636.01,1,34858.58,-13471.35,698.49
34960.53,-13471.59,636.01,1,35030.00,-13450.00,815.65
35060.53,-13471.59,636.01,1,35034.47,-13445.53,806.72
35160.53,-13471.59,636.01,1,35206.06,-13426.06,796.50
35260.53,-13471.59,636.01,1,35260.53,-13471.59,799.87
35360.53,-13471.59,636.01,1,35360.53,-13471.59,791.45
35460.53,-13471.59,636.01,1,35491.06,-13441.06,777.77
35560.53,-13471.59,636.01,1,35560.53,-13471.59,802.18
35660.53,-13471.59,636.01,1,35660.00,-13471.59,775.65
35760.53,-13471.59,636.01,1,35760.53,-13471.59,815.65
35860.53,-13471.59,636.01,1,35860.53,-13471.59,815.65
35960.53,-13471.59,636.01,1,35960.53,-13471.59,556.56
36060.53,-13471.59,636.01,1,36060.53,-13471.59,569.88
36160.53,-13471.59,636.01,1,36160.53,-13471.59,580.92
36260.53,-13471.59,636.01,1,36260.53,-13471.59,566.53
36360.53,-13471.59,636.01,1,36360.53,-13471.59,552.14
36460.53,-13471.59,636.01,1,36460.53,-13471.59,537.76
36560.53,-13471.59,636.01,1,36560.53,-13471.59,535.65
36660.53,-13471.59,636.01,1,36660.53,-13471.59,535.65
36760.53,-13471.59,636.01,1,36760.53,-13471.59,535.65
36860.53,-13471.59,636.01,1,36860.53,-13471.59,535.65
36960.53,-13471.59,636.01,1,36960.53,-13471.59,535.65
37060.53,-13471.59,636.01,1,37060.53,-13471.59,535.65
37160.53,-13471.59,636.01,1,37160.53,-13471.59,535.65
37260.53,-13471.59,636.01,1,37260.53,-13471.59,537.32
37360.53,-13471.59,636.01,1,37360.53,-13471.59,545.16
37460.53,-13471.59,636.01,1,37460.53,-13471.59,552.05
37560.53,-13471.59,636.01,1,37560.53,-13471.59,554.43
37660.53,-13471.59,636.01,1,37660.53,-13471.59,558.57
37760.53,-13471.59,636.01,1,37760.53,-13471.59,562.70
37860.53,-13471.59,636.01,1,37860.53,-13471.59,566.83
37960.53,-13471.59,636.01,1,37960.53,-13471.59,570.96
38060.53,-13471.59,636.01,1,38060.53,-13471.59,575.09
38160.53,-13471.59,636.01,1,38160.53,-13471.59,575.65
38260.53,-13471.59,636.01,1,38190.00,-13471.59,575.65
38360.53,-13471.59,636.01,1,38360.53,-13510.00,575.65
38460.53,-13471.59,636.01,1,38459.18,-13511.97,575.65
34460.53,-13371.59,636.01,1,34460.53,-13371.59,695.65
34560.53,-13371.59,636.01,1,34560.53,-13370.00,695.65
34660.53,-13371.59,636.01,1,34660.53,-13370.00,695.65
34760.53,-13371.59,636.01,1,34734.61,-13369.24,695.65
34860.53,-13371.59,636.01,1,34860.53,-13371.59,692.00
34960.53,-13371.59,636.01,1,34924.47,-13335.53,695.65
35060.53,-13371.59,636.01,1,35060.53,-13371.59,775.65
35160.53,-13371.59,636.01,1,35160.53,-13371.59,775.65
35260.53,-13371.59,636.01,1,35260.00,-13371.59,753.71
35360.53,-13371.59,636.01,1,35360.53,-13440.00,775.65
35460.53,-13371.59,636.01,1,35490.00,-13440.00,775.65
35560.53,-13371.59,636.01,1,35560.53,-13440.00,775.65
35660.53,-13371.59,636.01,1,35660.00,-13440.00,775.65
35760.53,-13371.59,636.01,1,35760.53,-13390.00,815.65
35860.53,-13371.59,636.01,1,35860.53,-13371.59,815.65
35960.53,-13371.59,636.01,1,35960.53,-13371.59,535.65
36060.53,-13371.59,636.01,1,36060.53,-13371.59,546.35
36160.53,-13371.59,636.01,1,36160.53,-13371.59,559.67
36260.53,-13371.59,636.01,1,36260.53,-13371.59,565.94
36360.53,-13371.59,636.01,1,36360.53,-13371.59,551.56
36460.53,-13371.59,636.01,1,36460.53,-13371.59,537.17
36560.53,-13371.59,636.01,1,36560.53,-13371.59,535.65
36660.53,-13371.59,636.01,1,36660.53,-13371.59,535.65
36760.53,-13371.59,636.01,1,36760.53,-13371.59,535.65
36860.53,-13371.59,636.01,1,36860.53,-13371.59,535.65
36960.53,-13371.59,636.01,1,36960.53,-13371.59,535.65
37060.53,-13371.59,636.01,1,37060.53,-13371.59,535.65
37160.53,-13371.59,636.01,1,37160.53,-13371.59,535.65
37260.53,-13371.59,636.01,1,37260.53,-13371.59,535.78
37360.53,-13371.59,636.01,1,37360.53,-13371.59,543.62
37460.53,-13371.59,636.01,1,37460.53,-13371.59,548.62
37560.53,-13371.59,636.01,1,37560.53,-13371.59,552.29
37660.53,-13371.59,636.01,1,37660.53,-13371.59,556.42
37760.53,-13371.59,636.01,1,37760.53,-13371.59,560.55
37860.53,-13371.59,636.01,1,37860.53,-13371.59,564.68
37960.53,-13371.59,636.01,1,37960.53,-13371.59,570.56
38060.53,-13371.59,636.01,1,38060.53,-13371.59,575.65
38160.53,-13371.59,636.01,1,38160.53,-13371.59,575.65
38260.53,-13371.59,636.01,1,38280.00,-13371.59,615.65
38360.53,-13371.59,636.01,1,38360.53,-13371.59,615.65
38460.53,-13371.59,636.01,1,38420.00,-13370.00,615.65
34460.53,-13271.59,636.01,1,34460.53,-13271.59,695.65
34560.53,-13271.59,636.01,1,34528.12,-13288.36,687.15
34660.53,-13271.59,636.01,1,34650.00,-13290.00,695.65
34760.53,-13271.59,636.01,1,34740.00,-13310.00,695.65
34860.53,-13271.59,636.01,1,34860.53,-13271.59,678.88
34960.53,-13271.59,636.01,1,34960.53,-13271.59,692.00
35060.53,-13271.59,636.01,1,35060.53,-13271.59,771.25
35160.53,-13271.59,636.01,1,35160.00,-13271.59,753.71
35260.53,-13271.59,636.01,1,35260.00,-13340.00,735.65
35360.53,-13271.59,636.01,1,35360.53,-13270.00,648.47
35460.53,-13271.59,636.01,1,35460.53,-13270.00,624.94
35560.53,-13271.59,636.01,1,35560.53,-13270.00,601.41
35660.53,-13271.59,636.01,1,35660.53,-13270.00,577.88
35760.53,-13271.59,636.01,1,35760.53,-13270.00,575.65
35860.53,-13271.59,636.01,1,35860.53,-13271.59,561.97
35960.53,-13271.59,636.01,1,35960.53,-13271.59,542.34
36060.53,-13271.59,636.01,1,36060.53,-13271.59,536.44
36160.53,-13271.59,636.01,1,36160.53,-13271.59,536.14
36260.53,-13271.59,636.01,1,36260.53,-13271.59,549.46
36360.53,-13271.59,636.01,1,36360.53,-13271.59,550.97
36460.53,-13271.59,636.01,1,36460.53,-13271.59,536.58
36560.53,-13271.59,636.01,1,36560.53,-13271.59,535.65
36660.53,-13271.59,636.01,1,36660.53,-13271.59,535.65
36760.53,-13271.59,636.01,1,36760.53,-13271.59,535.65
36860.53,-13271.59,636.01,1,36860.53,-13271.59,535.65
36960.53,-13271.59,636.01,1,36960.53,-13271.59,535.65
37060.53,-13271.59,636.01,1,37060.53,-13271.59,535.65
37160.53,-13271.59,636.01,1,37160.53,-13271.59,535.65
37260.53,-13271.59,636.01,1,37260.53,-13271.59,535.65
37360.53,-13271.59,636.01,1,37360.53,-13271.59,542.09
37460.53,-13271.59,636.01,1,37460.53,-13271.59,546.01
37560.53,-13271.59,636.01,1,37560.53,-13271.59,550.14
37660.53,-13271.59,636.01,1,37660.53,-13271.59,554.27
37760.53,-13271.59,636.01,1,37760.53,-13271.59,559.74
37860.53,-13271.59,636.01,1,37860.53,-13271.59,566.49
37960.53,-13271.59,636.01,1,37960.53,-13271.59,573.25
38060.53,-13271.59,636.01,1,38060.53,-13271.59,575.65
38160.53,-13271.59,636.01,1,38160.53,-13271.59,575.65
38260.53,-13271.59,636.01,1,38280.00,-13271.59,615.65
38360.53,-13271.59,636.01,1,38360.53,-13271.59,615.65
38460.53,-13271.59,636.01,1,38400.00,-13250.00,615.65
34460.53,-13171.59,636.01,1,34460.53,-13171.59,673.61
34560.53,-13171.59,636.01,1,34570.45,-13167.87,775.65
34660.53,-13171.59,636.01,1,34620.83,-13192.97,775.65
34760.53,-13171.59,636.01,1,34740.00,-13171.59,662.82
34860.53,-13171.59,636.01,1,34860.53,-13171.59,665.77
34960.53,-13171.59,636.01,1,34960.53,-13171.59,675.04
35060.53,-13171.59,636.01,1,35060.00,-13171.59,707.72
35160.53,-13171.59,636.01,1,35160.00,-13240.00,735.65
35260.53,-13171.59,636.01,1,35260.53,-13170.00,620.76
35360.53,-13171.59,636.01,1,35360.53,-13171.59,578.81
35460.53,-13171.59,636.01,1,35460.53,-13171.59,582.56
35560.53,-13171.59,636.01,1,35560.53,-13171.59,585.14
35660.53,-13171.59,636.01,1,35660.53,-13171.59,587.71
35760.53,-13171.59,636.01,1,35760.53,-13171.59,575.65
35860.53,-13171.59,636.01,1,35860.53,-13171.59,561.97
35960.53,-13171.59,636.01,1,35960.53,-13171.59,552.75
36060.53,-13171.59,636.01,1,36060.53,-13171.59,546.86
36160.53,-13171.59,636.01,1,36160.53,-13171.59,540.96
36260.53,-13171.59,636.01,1,36260.53,-13171.59,535.65
36360.53,-13171.59,636.01,1,36360.53,-13171.59,539.25
36460.53,-13171.59,636.01,1,36460.53,-13171.59,536.00
36560.53,-13171.59,636.01,1,36560.53,-13171.59,535.65
